week_start	sub-EC2/sub-EC2_ses-EC2-B1.nwb	sub-EC2/sub-EC2_ses-EC2-B105.nwb	sub-EC2/sub-EC2_ses-EC2-B15.nwb	sub-EC2/sub-EC2_ses-EC2-B76.nwb	sub-EC2/sub-EC2_ses-EC2-B8.nwb	sub-EC2/sub-EC2_ses-EC2-B89.nwb	sub-EC2/sub-EC2_ses-EC2-B9.nwb	sub-EC9/sub-EC9_ses-EC9-B15.nwb	sub-EC9/sub-EC9_ses-EC9-B39.nwb	sub-EC9/sub-EC9_ses-EC9-B46.nwb	sub-EC9/sub-EC9_ses-EC9-B49.nwb	sub-EC9/sub-EC9_ses-EC9-B53.nwb	sub-EC9/sub-EC9_ses-EC9-B60.nwb	sub-EC9/sub-EC9_ses-EC9-B63.nwb	sub-GP31/sub-GP31_ses-GP31-B1.nwb	sub-GP31/sub-GP31_ses-GP31-B2.nwb	sub-GP31/sub-GP31_ses-GP31-B21.nwb	sub-GP31/sub-GP31_ses-GP31-B4.nwb	sub-GP31/sub-GP31_ses-GP31-B6.nwb	sub-GP31/sub-GP31_ses-GP31-B63.nwb	sub-GP31/sub-GP31_ses-GP31-B65.nwb	sub-GP31/sub-GP31_ses-GP31-B67.nwb	sub-GP31/sub-GP31_ses-GP31-B69.nwb	sub-GP31/sub-GP31_ses-GP31-B71.nwb	sub-GP31/sub-GP31_ses-GP31-B78.nwb	sub-GP31/sub-GP31_ses-GP31-B82.nwb	sub-GP31/sub-GP31_ses-GP31-B83.nwb	sub-GP31/sub-GP31_ses-GP31-B9.nwb	sub-GP33/sub-GP33_ses-GP33-B1.nwb	sub-GP33/sub-GP33_ses-GP33-B30.nwb	sub-GP33/sub-GP33_ses-GP33-B5.nwb
2025-06-09	1813849118	1934836859	1626463358	1862205526	1704045744	1716904425	1598965922	558155445	2650909344	2700394160	2653553000	2682984289	2683839133	2761687601	1159619278	1501507922	1235074103	1325638278	1753416099	1250064948	1099888379	1352986207	1513506428	1852978587	1744803249	1970742003	2010481380	1629196026	1551056946	1828389678	1949001673
2025-07-07	73081624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-07-14	11637988177	7135483233	6103287878	8231480922	8535718276	7596753056	6329966638	2805230709	11363488372	11904935636	13205055980	10659467668	6637289974	8285062803	5094583036	4504523766	3705222309	3976914834	4374056178	2950764252	2681683418	3570276378	3393745204	3705957174	3489606498	3941484006	4020962760	3258392052	4653170838	4747826332	5170786658
2025-07-21	531833188	0	0	0	0	0	0	0	0	0	0	0	0	0	83255436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-07-28	0	1934836859	0	1862205526	1704045744	1702875869	0	558155445	2635779344	0	0	2664866917	0	2761687601	1142418126	0	0	0	1753416099	0	0	1914341715	0	1852978587	1744803249	0	0	0	0	0	0
2025-08-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1501507922	1235074103	1325638278	0	0	0	0	0	0	0	1970742003	0	0	0	1828389678	0
2025-08-11	1813849118	0	0	0	0	0	1598965922	0	0	0	0	0	2683839133	0	0	0	0	0	0	0	0	0	1513506428	0	0	0	0	1629196026	0	0	0
2025-08-18	0	0	1626463358	0	0	0	0	0	0	0	2641011196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1551056946	0	1949001673
2025-08-25	0	0	0	0	0	0	1598965922	0	0	0	20241020	0	0	0	0	0	0	0	1753416099	1250064948	0	0	0	0	0	1970742003	0	0	0	0	0
2025-09-01	0	0	0	1862205526	0	0	0	0	2635779344	0	0	0	0	2761687601	0	0	0	0	0	1250064948	1099888379	0	1513506428	0	0	0	2010481380	0	0	0	1949001673
2025-09-08	1813849118	1934836859	1626463358	1862205526	1704045744	3405751738	1598965922	558155445	2635779344	5372253784	2641011196	2664866917	2683839133	2761687601	1142418126	1501507922	1235074103	1325638278	1753416099	1250064948	1099888379	1352986207	1513506428	3705957174	1744803249	1970742003	2010481380	1629196026	3102113892	0	1949001673
2025-09-15	13363878	32736226	15573960	36008756	17491252	10629561	11053798	18158366	13625088	0	12898828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-09-22	0	43131579	37730370	41536702	42973620	0	0	42458341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-09-29	13985868	17858174	13052128	57529598	15234876	14224538	14409372	14574710	15304656	11516060	17701248	17694290	12375238	18994210	11524892	17244552	17001058	13104368	14001070	10631440	14576506	18892294	7876796	10481151	8648385	8825467	4586348	6798278	8775610	10202786	9330557
2025-10-06	18680776	28488930	27741776	76918514	28250896	19423572	19328692	30517694	20123800	18519368	17218760	18996672	18313168	16552848	16678840	18495380	20264768	18643240	18047540	17506532	18335680	16680836	16309828	19029024	18467088	18976324	18345392	19693980	22957828	20304668	19536676
2025-10-13	24611886	23674411	23372542	23592110	22723924	23682189	24409730	23329885	24524292	24177852	23813008	23264701	24666697	23992669	23237654	22712348	18672032	19705064	18644816	19563816	18202952	18472664	18367112	18299020	19064364	18445412	18942668	19229432	18245984	19176480	15355744
2025-10-20	5002014	4615427	5298330	4585694	5327880	4723165	5014674	4599613	4732312	4928480	4536964	4666213	5158977	4586169	4700622	4540890	4750963	4660810	4545067	5255956	4534147	4468847	4558596	4574755	4533817	4976355	4652712	4807358	4594678	7614590	4751441
2025-10-27	35876830	33967089	32641922	9343392944	32716044	33261247	32713614	32197291	34055280	33503900	31957840	32198943	33856463	34425923	33103446	32249950	32128553	32692034	33010021	33738948	33265401	34533765	33370180	33483293	33462183	32511745	33498080	33983326	32627294	32530198	33857363
2025-11-03	2091641214	68465090	64885660	67118904	64436628	66588858	66952772	134474966	68508744	67007800	68162976	65924258	66252918	62547266	111002592	64236100	64721654	68569540	66351862	70397912	65535342	66147514	67271272	67431134	66924366	67412594	66465248	70687576	65520044	67316772	64661982
2025-11-10	62214180	59499692	54421728	54431052	56700884	60460728	56924252	57319004	159135892	56553564	57031764	56060920	59120436	56361308	57269368	58832478	54821544	55133352	56265440	53183236	55405224	56878000	55499520	55759792	55467628	56663516	67844428	57489204	57259784	58193080	59605488
2025-11-17	38929574	34896185	33172834	32298950	32384224	32531243	33111798	35780947	33856188	34100348	33351484	32796219	33657371	30775903	33501630	33378966	33323105	31497482	31749105	32942580	32601761	34268309	32573812	33549657	32400359	32312653	33166260	31262402	33091842	33127474	33525543
2025-11-24	68859738	65423625	75977614	63224574	76317192	58413203	53618274	82367647	81571904	67349540	55052512	78056467	69294839	78956167	73784578	56009090	62987813	83724294	69974769	72561888	48396393	78201277	52881196	82194469	88876123	58725525	83602900	84088146	1829607440	2085060824	2181250752
2025-12-01	34615914	34298909	32907378	30374394	32118768	33858523	35036354	591081912	34918012	32707532	34015124	32198943	32263727	34492287	33103446	33710786	33057649	33422038	30289097	35265320	33066309	33803761	32640176	33815113	30077619	33706297	32967168	34646966	8413161948	7554271786	8171601019
2025-12-08	33595740	28621658	28272688	27713256	27919076	28803538	27898032	28725866	29522060	29703608	28018152	28130006	28033846	28777930	28137368	30098992	27443954	28562136	27801314	29478452	27868522	28073998	28147944	28045806	28198362	29725402	29177188	29507788	1580682298	1856424394	1978970327
2025-12-15	3681186240	3923453590	3302016120	3775099408	3457815476	3464574446	3246411100	1169366974	5325079088	5424688968	5327609064	5382791806	5420165598	5574000994	2335580472	3048899380	2525874270	2697190356	3557460994	2554255792	2246999994	4114154049	3081731724	3757619842	3542733490	3991846722	4074709092	3309659168	3156723232	5539382990	3950349498
2025-12-22	1813849118	0	0	0	0	0	0	0	0	0	2641011196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1629196026	0	0	0
2025-12-29	5732018	1939784106	5961970	4519330	4531512	4789529	4616490	4665977	4732312	5658484	5466060	5396217	4561701	5117081	4567894	4939074	1240024158	1330431816	4876887	5189592	4932331	5464307	4558596	5371123	4732909	4578171	4652712	4740994	4594678	4694574	4884169
2026-01-05	39883384	39246156	37674796	37548284	1741690656	39908968	37728288	39252372	39517596	38963292	37556628	2701997529	38617256	39808460	37538612	37588036	42387728	39078308	39744272	37733988	39458648	40794440	37397864	39385328	37465088	37687192	42331724	40715240	38018340	38883872	43387012
2026-01-12	1813849118	1934836859	1626463358	7335495246	1704045744	1702875869	1598965922	558155445	2635779344	2686126892	8110939792	7977691202	2683839133	2761687601	1142418126	1501507922	4940296412	1325638278	5538756221	5000259792	1099888379	5151547821	1513506428	1852978587	6178977507	6921115345	2010481380	6172611094	1551056946	7313558712	1966202825
2026-01-19	4508359408	19722624	19268764	20864608	20846972	18361748	19195964	19326720	19991072	20377560	19076952	19461220	20037804	17216488	18935216	1520932398	20729316	18842332	19839368	20094728	18800228	19932672	20158940	19294480	19993460	19507236	19539944	20689440	19108716	18644740	5867338063
2026-01-26	32733008	28820750	1655134230	3752787948	28516352	28737174	1627859414	587146767	2664969584	28774512	29212704	27798186	2712403891	2792920999	1171484590	31691728	28903962	28960320	1781615597	1280007948	1127955993	28007634	1541388916	1881953489	1773333431	1999671037	2038795836	29441424	1575771362	29162904	1978903963
2026-02-02	19477144	20850812	19998768	1880813758	18723324	1722631261	18864144	19062092	19791980	2705508992	18214220	18996672	18313168	19406500	18470668	20287208	20596588	17183232	19175728	19099268	18136588	18870848	20358032	18431748	18267996	21431792	19075396	18897612	19175080	18579204	19536676
2026-02-09	1834122630	1953895843	1645002118	1881012850	1722437248	1721901257	1622674638	577416629	2655040412	2705442628	2660220048	2683531769	2702815941	2781160465	1162282438	1520932398	1254343411	1344082426	1772658191	1268832396	1119551339	1372653423	1531807176	1871808519	1764199433	1989519235	2029092228	1648558186	1569767478	1847831614	1968140165
2026-02-16	1838952022	2040288895	1693752914	1975131862	1753097416	1724821273	1663554862	616305933	2661599032	2695320212	2661680884	2674265707	2693758903	2772187219	1234907098	1510987886	1244907849	1334827170	1762705325	1259515036	1109487585	1410435985	1523353624	1862128097	1754335431	1980097437	2020184988	1638744378	1561109034	1838177010	1959234559
2026-02-23	88718682	19258076	19401492	18873688	25843032	24146737	24608822	23860797	24922476	19315736	19209680	19195764	19374992	19472864	23038562	20287208	19003852	19107788	19640276	20426548	19530232	20198128	23390256	18630840	24460085	19042688	19274488	19627616	19971448	18911024	20200316
2026-03-02	76466188	5146339	5099238	4585694	0	0	0	0	0	5459392	4935148	0	5026249	4586169	0	4540890	4950055	0	5075979	0	4534147	4402483	0	0	0	4578171	4586348	4276446	4661042	5092758	0
2026-03-09	1813849118	1934836859	1626463358	1862205526	1704045744	1702875869	1598965922	0	0	0	0	4599849	0	0	147888712	0	0	4594446	0	4592316	0	0	0	4574755	0	0	0	0	0	0	5215989
2026-03-16	37063604	37273323	6460512	60124345	30536116	8805332	15147760	32171093	0	0	24687408	18847376	0	0	9080646	0	18980104	11613700	0	0	0	18515556	0	0	0	0	0	18913740	8709246	17121912	0
2026-03-23	67765422	19916008	15214852	14753412	7953596	10784931	14380382	34080853	15078560	14930004	13097092	12165345	81277657	30483580	1050602	1023598	5215511	1077154	4545067	4658680	4534147	4800667	1373124	1057463	3538357	4578171	4652712	1223702	4727406	1044554	4546641
2026-03-30	3627698236	2150896259	1875572030	2055686306	1970010872	1738380609	1773333870	775873945	2646530312	2768230996	2647979416	2673228781	2689015525	2767197158	1142418126	1501507922	1235074103	1325638278	1753416099	1304549792	1099888379	1352986207	1513506428	1852978587	1744803249	1970742003	2010481380	1629196026	1586561686	1828389678	1997646485
2026-04-06	7274090420	7745254382	6513657096	7454404128	6816182976	6821657168	6395863688	2232621780	10556283200	10759930760	10564044784	10672965312	8655455571	9787618103	4580369984	6012069820	4940296412	5208444498	5863243505	3750194844	3664368013	4285914593	4540519284	3705957174	3489606498	4002207066	4020962760	3258392052	3102113892	3656779356	3898003346
2026-04-13	1823737354	1935898683	3252926716	1862205526	1704045744	1710905913	1599895018	2841545685	10543117376	10744507568	10564044784	10659467668	10971876578	11046750404	2284836252	3003015844	2470148206	2711203248	5128594086	2500129896	3299665137	2705972414	3027012856	3705957174	3489606498	3941484006	4020962760	3258392052	4653170838	1828389678	1949001673
2026-04-20	1106676000	1595280308	1545038588	1452382692	1314283356	23007228	1354788348	596121531	0	0	32584724	25682868	0	0	0	0	14799172	29797436	0	0	0	19444652	0	0	0	0	0	24488316	1551056946	1853077086	1949001673
2026-04-27	1896070334	2130397682	1739508508	2115340038	1766951912	1748233678	1714421054	640424401	2723705500	2700992428	2724500416	2690748049	2695253741	2792347769	1143148130	1502569746	1239719583	1326368282	1787585094	1250064948	1104069311	1352986207	1513506428	1852978587	1744803249	1970742003	2010481380	1629196026	1551056946	1828389678	1949001673
2026-05-04	6039124	0	0	59594872	46322072	0	0	0	0	0	19444652	0	0	0	0	0	0	0	0	37893844	84282280	0	7300040	0	0	0	0	0	1551056946	1885595446	1949001673
2026-05-11	0	0	0	0	1146948	0	0	0	0	1344824	4736056	0	0	0	4700622	0	4750963	0	0	0	75986780	1416103	318434540	4840211	4732909	1975519266	0	0	0	0	4884169
2026-05-18	40771382	22135523	8627320	10027542	10286420	19511016	83587994	5462345	2409572	5773668	13471892	37230204	51963012	5375484	13670984	15756406	33977540	35121886	17751503	14865536	9556416	16922820	38756576	13737348	13737348	6039124	11753660	18648284	15284990	29067432	10419148
2026-05-25	5456187390	5814491172	4882399032	5593468706	5124398780	5117554251	4805559428	2237250971	7912498048	8058380676	7923033588	7995749672	8052694536	8288523474	3431655684	4505452862	3709376454	3978839390	5264514758	3754508504	3306176609	4060816813	4547327644	5558935761	5239909082	5922763634	6036896268	4897116950	4655095394	5492936760	5853217882
2026-06-01	1950581096	1937564041	1629029974	1864801170	1705391784	1704280834	1600330576	9127989	1546840	1411188	1351492	1348013	1309865	2602302	1316058	1421782	1300035	1408974	1359595	2548232	7319256	1349739	1373124	1256555	1348345	1392699	1400876	1555522	1342842	13238260	10591473
2026-06-08	3740741566	2652995223	1771775574	1865676188	1705090292	1702875869	1600131484	559702314	2635779344	2686126892	2641011196	2664866917	2683839133	2761687601	1142418126	1501507922	1235074103	1325638278	1753416099	1250064948	1099888379	1352986207	1513506428	1852978587	1744803249	1970742003	2010481380	1629196026	1551056946	1828389678	1971565433
