date	bytes_sent	number_of_requests	number_of_downloads	number_of_views
2026-05-14	2489992	10	2	2
2026-05-15	13573832	19	1	1
2026-05-16	6001300	10	2	2
2026-05-17	802352	1	0	1
2026-05-18	5476372	10	2	2
2026-05-19	7678352	12	4	2
2026-05-20	155532900	12	4	2
2026-05-21	298785776	4	4	0
2026-05-22	151882880	12	4	2
2026-05-26	150195240	7	2	1
2026-05-27	304091596	26	8	2
2026-05-28	5076400	22	4	4
2026-05-29	149392888	2	2	0
2026-05-30	2689084	10	2	2
2026-05-31	151810532	12	4	2
2026-06-01	301203420	14	6	2
2026-06-03	150374412	71	7	4
2026-06-04	2622720	10	2	2
2026-06-06	297983424	3	3	0
2026-06-07	154106528	13	4	3
2026-06-08	2284916	10	2	2
2026-06-09	2350452	10	2	2
2026-06-10	602617900	30	12	4
2026-06-11	2417644	10	2	2
2026-06-12	2489992	10	2	2
2026-06-13	4541292	11	3	2
2026-06-14	155997448	15	7	2
2026-06-15	1128188	1	1	0
2026-06-16	2484008	10	2	2
2026-06-17	152938720	13	5	2
2026-06-18	150195240	3	3	0
2026-06-19	156162016	3	3	0
2026-06-20	2484072	18	2	3
2026-06-21	12612896	29	3	3
2026-06-22	176357604	46	4	4
2026-06-23	150195240	3	2	1
2026-06-25	315952810	12	6	1
2026-06-26	4094696	16	3	3
2026-06-27	3153632	11	3	2
2026-06-28	1665084	2	2	0
2026-06-29	298785776	4	4	0
2026-06-30	4028332	16	3	3
2026-07-01	149392888	2	2	0
2026-07-02	299847600	5	5	0
2026-07-03	9990176	19	1	1
2026-07-04	449865476	15	7	2
2026-07-05	474580512	13	5	2
2026-07-06	360691413	148	2	4
2026-07-07	187400010	31	3	3
2026-07-09	183002232	65	9	3
2026-07-10	297983424	3	3	0
2026-07-11	149392888	2	2	0
2026-07-12	448178664	6	6	0
2026-07-13	802352	1	1	0
2026-07-15	299983049	6	4	2
2026-07-16	611248520	10	10	0
2026-07-17	80122192	2	2	0
2026-07-18	118945132	2	2	0
2026-07-19	2417644	10	2	2
2026-07-21	7221168	9	9	0
2026-07-23	152843376	12	3	3
2026-07-26	298785776	4	4	0
2026-07-27	459363392	26	8	1
2026-07-28	51158238	76	5	4
2026-07-31	1173398812	148	18	1
2026-08-02	151323428	4	4	0
2026-08-03	299588640	6	5	1
2026-08-05	149392888	2	2	0
2026-08-06	149392888	2	2	0
2026-08-07	1512767260	685	37	3
2026-08-08	640321516	90	10	1
