week_start	sub-1/sub-1_ses-1_ecephys+image.nwb	sub-1/sub-1_ses-1_ecephys.nwb	sub-10/sub-10_ses-10_ecephys+image.nwb	sub-10/sub-10_ses-10_ecephys.nwb	sub-11/sub-11_ses-11_ecephys+image.nwb	sub-11/sub-11_ses-11_ecephys.nwb	sub-12/sub-12_ses-12_ecephys+image.nwb	sub-12/sub-12_ses-12_ecephys.nwb	sub-13/sub-13_ses-13_ecephys+image.nwb	sub-13/sub-13_ses-13_ecephys.nwb	sub-14/sub-14_ses-14_ecephys+image.nwb	sub-14/sub-14_ses-14_ecephys.nwb	sub-15/sub-15_ses-15_ecephys+image.nwb	sub-15/sub-15_ses-15_ecephys.nwb	sub-16/sub-16_ses-16_ecephys+image.nwb	sub-16/sub-16_ses-16_ecephys.nwb	sub-17/sub-17_ses-17_ecephys+image.nwb	sub-17/sub-17_ses-17_ecephys.nwb	sub-18/sub-18_ses-18_ecephys+image.nwb	sub-18/sub-18_ses-18_ecephys.nwb	sub-19/sub-19_ses-19_ecephys+image.nwb	sub-19/sub-19_ses-19_ecephys.nwb	sub-2/sub-2_ses-2_ecephys+image.nwb	sub-2/sub-2_ses-2_ecephys.nwb	sub-3/sub-3_ses-3_ecephys+image.nwb	sub-3/sub-3_ses-3_ecephys.nwb	sub-4/sub-4_ses-4_ecephys+image.nwb	sub-4/sub-4_ses-4_ecephys.nwb	sub-5/sub-5_ses-5_ecephys+image.nwb	sub-5/sub-5_ses-5_ecephys.nwb	sub-6/sub-6_ses-6_ecephys+image.nwb	sub-6/sub-6_ses-6_ecephys.nwb	sub-7/sub-7_ses-7_ecephys+image.nwb	sub-7/sub-7_ses-7_ecephys.nwb	sub-8/sub-8_ses-8_ecephys+image.nwb	sub-8/sub-8_ses-8_ecephys.nwb	sub-9/sub-9_ses-9_ecephys+image.nwb	sub-9/sub-9_ses-9_ecephys.nwb
2024-10-14	10308016	0	4368912	0	0	0	0	0	0	0	2938344	0	0	0	2673412	0	0	0	0	0	1745301	0	0	0	0	0	2070173	55823175	0	0	1391118	0	0	0	2969624	0	2006023	0
2024-10-21	14754404	10291632	1456304	4358760	0	4053252	2467293	4625621	0	6581586	0	8939448	4934364	14243564	2190012	7497356	2190012	6437755	0	10487643	1745301	3484058	2875736	2869600	2107231	6311445	2070173	22742775	1799431	5389821	1391118	4166322	2427580	4846636	2969624	5933984	0	3994318
2024-10-28	0	20583264	0	0	0	0	0	0	0	0	0	0	0	0	0	2667796	0	0	0	0	0	0	0	0	0	0	0	215022600	0	0	0	0	0	0	0	0	0	0
2024-11-04	0	5145816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78565950	0	0	0	0	0	0	0	0	0	0
2024-11-11	30599380	20583264	2912608	0	0	0	2467293	0	2196855	0	0	0	0	0	0	0	0	0	3191896	0	1745301	0	0	0	0	0	0	37215450	0	0	0	0	0	0	0	0	0	0
2024-11-18	0	45555564	0	5811680	0	4053252	0	9553335	0	6581586	0	5796660	0	19709056	0	8003388	0	12827973	8261808	5788661	4109503	8710145	0	5739200	0	8415260	0	97173675	1799431	3593214	0	0	0	0	0	0	0	0
2024-11-25	0	5145816	0	0	0	4053252	0	2463857	0	2193862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26877825	0	0	0	0	0	0	0	0	0	0
2024-12-02	5154008	35701032	1456304	0	1354356	0	2467293	0	2196855	0	2938344	0	4934364	0	2673412	0	4278606	0	6998104	0	3490602	0	0	0	2107231	0	4140346	12405150	1799431	0	1391118	0	0	0	2969624	0	0	0
2024-12-09	0	5145816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115781400	0	0	0	0	0	0	0	0	0	0
2024-12-16	0	10291632	0	5811680	0	6755420	0	12319285	0	8775448	0	14899080	0	24636320	0	8003388	0	21379955	0	24471167	0	3484058	0	11478400	0	8415260	0	28945350	0	8983035	0	5555096	0	7269954	0	14834960	0	5991477
2024-12-23	0	5145816	0	1452920	0	0	0	2463857	0	0	0	2979816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-12-30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22742775	0	0	0	0	0	0	0	0	0	0
2025-01-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39282975	0	0	0	0	0	0	0	0	0	0
2025-01-13	0	15437448	0	2905840	0	4053252	0	0	0	6581586	0	5959632	0	14781792	0	2667796	0	12827973	0	6991762	0	5226087	0	2869600	0	2103815	0	128186550	0	5389821	0	2777548	0	4846636	0	5933984	0	5991477
2025-01-20	10308016	77187240	0	24699640	0	20266260	0	34493998	0	28520206	0	47677056	0	73908960	0	40016940	0	59863874	0	59429977	0	34840580	0	40174400	0	27349595	0	142659225	0	23355891	0	19442836	0	43619724	0	47471872	0	21968749
2025-01-27	5154008	30874896	0	13076280	0	5404336	0	7391571	0	8775448	2938344	8939448	0	19709056	2673412	10671184	0	17103964	0	13983524	0	6968116	0	11478400	0	8415260	0	31012875	0	7186428	0	5555096	0	9693272	0	11867968	0	7988636
2025-02-03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72363375	0	0	0	0	0	0	0	0	0	0
2025-02-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31012875	0	0	0	0	0	0	0	0	0	0
2025-02-17	0	5145816	0	1452920	0	1351084	0	2463857	0	2193862	0	2979816	0	4927264	0	2667796	0	4275991	0	3495881	0	1742029	0	2869600	0	2103815	0	84768525	0	1796607	0	1388774	0	2423318	0	2966992	0	1997159
2025-02-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99241200	0	0	0	0	0	0	0	0	0	0
2025-03-03	10308016	5145816	2912608	1452920	1354356	1351084	4934586	2463857	2196855	2193862	2938344	2979816	4934364	4927264	0	2667796	4278606	4275991	3499052	3495881	1745301	1742029	0	2869600	0	2103815	2070173	31012875	1799431	1796607	0	1388774	2427580	2423318	0	2966992	0	1997159
2025-03-10	5154008	20583296	0	5811680	1354356	5404336	2467293	9855428	2196855	9287448	2938344	11919264	4934364	19709056	2673412	10671184	0	21165460	3499052	13983524	1745301	6968116	2875736	11478400	2107231	8415260	2070173	103376250	1799431	7186428	1391118	5555096	2427580	9693272	2969624	11867968	2006023	7988636
2025-03-17	0	21346790	0	0	0	1351084	0	0	0	0	0	2979816	0	4927264	0	0	0	4275991	0	0	0	0	0	2869600	0	0	0	51688125	0	0	0	0	0	0	0	0	0	0
2025-03-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26877825	0	0	0	0	0	0	0	0	0	0
2025-03-31	5154008	0	1456304	0	1354356	0	2467293	0	0	0	2938344	0	4934364	0	2673412	0	4278606	0	3499052	0	0	0	2875736	0	2107231	0	2070173	66160800	1799431	0	0	0	2427580	0	2969624	0	2006023	0
2025-04-07	5154008	38145486	1456304	7264600	1354356	6755420	2467293	12466813	0	10969310	2938344	14899080	0	24636320	2673412	13338980	4278606	21379955	3499052	17479405	1745301	8710145	2875736	14348000	2107231	10519075	0	51688125	0	8983035	0	6943870	2427580	12116590	2969624	14834960	2006023	9985795
2025-04-14	0	15188571	0	469856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3151597	0	0	0	0	0	70295850	0	0	0	0	0	0	0	0	0	0
2025-04-21	5154008	9912296	0	2905840	0	1351084	0	2463857	0	2193862	0	2979816	0	4927264	0	2667796	0	0	0	3495881	0	1742029	0	2869600	0	2103815	0	35147925	0	0	0	0	0	3321566	0	2966992	0	0
2025-04-28	0	20583264	0	4358760	0	4053252	0	7391571	0	6581586	0	8939448	0	14781792	0	8003388	0	12827973	0	10487643	0	5226087	0	8608800	0	6311445	0	72363375	0	5389821	0	4166322	0	7269954	0	8900976	0	5991477
2025-05-05	0	15439200	0	4358760	0	2702168	0	7391571	0	4387724	0	5959632	0	9854528	0	5335592	0	8551982	0	6991762	0	3484058	0	5739200	0	4207630	0	33080400	0	3593214	0	2777548	0	4846636	0	5933984	0	3994318
2025-05-12	0	5145816	0	1452920	0	0	0	0	0	2193862	0	0	0	4927264	0	0	0	4275991	0	0	0	1742029	0	2869600	0	2103815	0	53755650	0	1796607	0	1388774	0	2423318	0	2966992	0	1997159
2025-05-19	5154008	0	1456304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-05-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10337625	0	0	0	0	0	0	0	0	0	0
2025-06-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78565950	0	0	0	0	0	0	0	0	0	0
2025-06-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47553075	0	0	0	0	0	0	0	0	0	0
2025-06-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24810300	0	0	0	0	0	0	0	0	0	0
2025-06-23	0	178880	0	220160	0	205920	0	164832	0	178672	0	178880	0	164736	0	137280	0	178776	0	192304	0	151096	0	151360	0	123768	0	41208	0	55008	0	41232	0	27456	0	68800	0	55008
2025-07-14	0	68800	0	2033720	0	68640	0	54944	0	54976	0	41280	0	54912	0	41184	0	68760	0	41208	0	41208	0	55040	0	55008	0	54944	0	68760	0	68720	0	41184	0	68800	0	27504
2025-07-21	0	371112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2067525	0	0	0	0	0	0	0	0	0	0
2025-07-28	0	0	0	0	0	0	0	0	0	2193862	0	2979816	0	4927264	2673412	0	0	0	3499052	0	0	0	0	2869600	0	0	0	0	0	0	0	0	2427580	0	0	0	0	1997159
2025-08-04	0	5145816	0	1452920	0	0	0	0	2196855	0	2938344	0	0	0	0	0	4278606	4275991	0	0	0	1742029	2875736	0	2107231	0	2070173	0	0	0	0	0	0	0	2969624	0	0	0
2025-08-11	0	4061496	0	1452920	0	1351084	2467293	2975857	0	2193862	0	2673764	0	524064	0	2161764	0	512000	0	3495881	0	2357658	0	2778564	0	2615815	0	3091525	1799431	2308607	0	1900774	0	4585082	0	6445984	2006023	2560718
2025-08-18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2667796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1391118	0	0	0	0	0	0	0
2025-08-25	0	5145816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4275991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-09-01	0	0	0	0	0	1351084	2467293	0	0	0	2938344	0	0	0	0	0	0	0	0	3495881	0	0	0	0	0	0	0	0	0	0	0	0	0	2423318	0	2966992	2006023	1997159
2025-09-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2673412	0	4278606	0	0	0	0	0	0	0	0	0	0	2067525	0	0	0	0	2427580	0	0	0	0	0
2025-09-15	5154008	4192512	0	1964920	1354356	3234052	2467293	0	2196855	2193862	0	0	4934364	0	2673412	0	4278606	0	0	0	1745301	0	2875736	0	2107231	0	2070173	0	1799431	0	1391118	0	2427580	0	2969624	0	2006023	0
2025-09-22	10308016	23316628	1456304	7430760	1354356	6999988	2467293	9951571	2196855	10311448	2938344	0	4934364	0	2673412	0	4278606	0	3499052	0	0	0	2875736	0	2107231	0	2070173	0	1799431	0	0	0	0	0	2969624	0	2006023	0
2025-09-29	0	0	0	4870760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-10-06	0	8910848	0	11075656	0	1882968	0	2975857	0	2705862	0	6165612	0	8319516	0	5852988	0	5299991	0	7503762	0	2973287	0	6356000	0	4719630	0	3091525	0	4617214	0	1900774	0	5358636	0	3478992	0	563559
2025-10-13	0	18306048	0	7859680	0	5648904	0	11391428	0	8117586	0	13455264	0	10415772	0	12187260	0	15715763	0	13673407	0	5330945	0	4628964	0	7847445	0	11873625	0	6413821	0	5702322	0	8805954	0	10124616	0	4557877
2025-10-20	0	512000	0	1964920	0	1882968	0	512000	0	2705862	0	512000	0	4651068	0	3185192	0	5151004	0	512000	0	615629	0	2869600	0	2615815	0	512000	0	1796607	0	1900774	0	2423318	0	512000	0	1997159
2025-10-27	0	30580172	0	6918760	0	6712672	0	17343142	0	12359448	0	12943264	0	19521384	0	14902532	0	19580485	0	19331052	0	15887977	0	13237764	0	7847445	0	14453150	0	12055035	0	10380644	0	12765272	0	20361952	0	10937447
2025-11-03	0	24694828	0	17684280	0	21531848	0	29246570	0	28740482	0	32450344	0	48031528	0	28678092	0	42507566	0	41216574	0	22960951	0	26872000	0	26158150	0	26307250	0	27703284	0	17983740	0	29592518	0	32886236	0	26170739
2025-11-10	0	28739072	0	14266440	0	13425344	0	26480620	0	24864758	0	30608292	0	46510680	0	30839856	0	42197278	0	26209050	0	23681438	0	20028492	0	24110150	0	20636200	0	20265463	0	15718192	0	22185882	0	30545008	0	12497108
2025-11-17	0	19526572	0	10336600	0	10478608	0	15903285	0	13017310	0	12689612	0	23779404	0	10084336	0	18853990	0	12553237	0	11788290	0	13237764	0	13079075	2070173	14965150	0	12315642	0	9503870	0	10080400	0	18751496	0	14800749
2025-11-24	0	28709756	0	11277520	0	12648892	0	17553049	0	14041310	0	12331160	0	36029400	0	14385136	0	22635233	0	16347171	0	11172661	0	17470256	0	9383445	0	10830100	0	13339642	0	5702322	0	15439036	0	15784504	0	13930708
2025-12-01	0	32086856	0	11277520	0	12117008	0	17343142	0	15211172	0	19620844	0	27527524	0	22296344	0	29680781	0	27031167	0	14656719	0	24534092	0	15694890	0	13429150	0	17956856	0	10527870	0	21935436	0	23547716	0	17925026
2025-12-08	0	29311392	0	9312600	0	8063756	0	9439571	0	11847448	0	22088660	0	19208008	0	15925960	0	16573274	0	21379052	0	8815003	0	23788000	0	10975260	0	16520675	0	12567035	0	11257418	0	16587908	0	16370960	0	12803590
2025-12-15	0	29561360	1456304	14266440	0	18585112	0	32638284	0	23986620	0	27116476	0	50811192	0	21731472	0	45997930	0	38030810	0	14145948	0	31780000	0	23598150	0	21679725	0	11543035	0	11769418	0	25132308	0	23328944	0	18795067
2025-12-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3499052	0	0	1742029	0	0	0	0	2070173	0	0	0	0	0	0	0	0	0	0	0
2025-12-29	5154008	512000	0	512000	0	1882968	0	512000	2196855	2193862	0	3491816	0	4454544	0	3185192	0	512000	0	4007881	0	2357658	0	6356000	2107231	4207630	0	2067525	0	2308607	0	0	0	2423318	2969624	512000	0	2560718
2026-01-05	0	19657588	0	10848600	0	8063756	0	22992763	0	11335448	0	23930712	0	34391700	0	23411952	0	25636787	0	30015048	0	11172661	0	23788000	0	9383445	0	14965150	0	9234428	0	10527870	0	15635560	0	22816944	0	13367149
2026-01-12	10308016	0	2912608	0	4063068	0	0	0	6590565	0	0	0	0	4927264	0	0	0	0	6998104	0	1745301	3484058	0	0	0	6311445	4140346	0	0	0	0	0	2427580	0	8908872	0	0	0
2026-01-19	0	24994740	0	7776600	0	9702156	0	13855285	0	12505310	0	16129028	4934364	20270300	8020236	14373772	0	10087982	0	19015405	0	11683432	5751472	10459200	0	11543075	0	17564200	0	10007035	0	7455870	0	13391036	0	19337952	0	9679313
2026-01-26	0	19711032	0	10253520	0	9946724	2467293	12625335	0	15723172	2938344	11819160	0	28772176	0	7405176	0	12249746	0	27031167	0	10661890	0	13945600	0	8871445	0	14965150	0	5641214	1391118	7091096	0	10967718	0	17394960	2006023	7682154
2026-02-02	0	9278008	0	3929840	0	4829704	0	12831285	0	6435724	0	10475448	0	14739300	0	11705976	0	17681003	0	12535643	0	6457345	0	9842400	0	5743630	0	9806100	0	3844607	0	4313548	0	5870636	0	9119748	0	4557877
2026-02-09	0	20081640	0	10253520	0	6468104	0	13343285	0	7605586	0	15923080	0	20270300	0	16524172	0	31169963	0	10487643	0	7072974	0	16198400	0	12055075	0	9806100	0	10779642	0	7603096	0	8805954	0	18825952	0	8552195
2026-02-16	0	28973476	0	9312600	0	8311304	0	11391428	0	12505310	0	16435080	0	23533636	0	17030776	0	17978977	0	19015405	0	5841716	0	12095200	0	9439260	0	8782100	0	7698428	0	4678322	0	10205272	0	12891968	0	7118595
2026-02-23	0	26787584	0	7347680	0	6999988	0	11903428	0	14187172	0	15923080	0	14309072	0	14373772	0	21891955	0	22511286	0	9325774	0	19068000	0	11543075	0	7738575	0	8722428	0	9868644	0	10717272	0	13403968	0	7682154
2026-03-02	0	5145816	0	1964920	0	2394968	0	0	0	2705862	0	6471632	0	524064	0	2667796	0	4275991	0	3495881	0	1742029	0	0	0	2103815	0	2067525	0	2308607	0	1388774	0	2423318	0	2966992	0	0
2026-03-16	10308016	5740576	1456304	5382760	2708712	2414852	0	6975714	0	4909006	0	8085204	0	8974596	0	4737380	0	8045420	3499052	5686961	3490602	8199374	2875736	6356000	0	7925017	0	3173700	1799431	7199917	0	2777548	0	6894636	5939248	1024000	2006023	4906475
2026-03-23	0	30373304	0	3525048	0	5154824	0	7601478	0	5751328	0	6983632	4934364	19785516	0	6370384	0	9343516	0	1024000	0	8199374	0	9225600	0	7335445	0	6714575	0	5718786	0	5267894	0	10717272	0	1101572	0	3994318
2026-03-30	5154008	5657824	0	1452920	0	1351084	2467293	2463857	0	0	0	2979816	0	10366528	2673412	5335592	0	4275991	0	0	0	3484058	0	0	0	0	0	4135050	0	5389821	0	0	0	4846636	0	2966992	0	0
2026-04-06	0	0	0	1964920	0	1863084	0	2018684	0	0	0	0	0	0	0	0	0	0	3499052	0	0	0	0	5739200	0	0	0	4135050	0	0	0	0	0	0	2969624	0	0	0
2026-04-13	0	0	0	0	1354356	0	2467293	0	0	0	0	0	4934364	0	2673412	0	0	0	0	0	0	0	0	2869600	2107231	0	0	2067525	0	0	0	0	2427580	0	0	0	0	0
2026-04-20	0	4704512	1456304	1024000	0	531884	0	0	0	2848942	0	1024000	0	1244652	0	6056180	0	1363604	0	4007881	0	720588	2875736	616800	0	2103815	0	4135050	1799431	720588	0	1388774	0	2423318	0	1167080	0	2560718
2026-04-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2667796	0	0	0	3495881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
