week_start	sub-496035/sub-496035_ses-20191108T181915_icephys.nwb	sub-496035/sub-496035_ses-20191108T184609_icephys.nwb	sub-496035/sub-496035_ses-20191108T193629_icephys.nwb	sub-496035/sub-496035_ses-20191108T203439_icephys.nwb	sub-496035/sub-496035_ses-20191108T215123_icephys.nwb	sub-496035/sub-496035_ses-20191108T223842_icephys.nwb	sub-496035/sub-496035_ses-20191108T231928_icephys.nwb	sub-496035/sub-496035_ses-496035-04-01-01_icephys.nwb	sub-496035/sub-496035_ses-496035-05-01-01_icephys.nwb	sub-496035/sub-496035_ses-496035-05-02_icephys.nwb	sub-496035/sub-496035_ses-496035-06-01-01_icephys.nwb	sub-496035/sub-496035_ses-496035-08-01-02_icephys.nwb	sub-496035/sub-496035_ses-496035-08-01_icephys.nwb	sub-496035/sub-496035_ses-496035-09-01_icephys.nwb	sub-497712/sub-497712_ses-20191125T171356_icephys.nwb	sub-497712/sub-497712_ses-20191125T212258_icephys.nwb	sub-497712/sub-497712_ses-20191125T215755_icephys.nwb	sub-497712/sub-497712_ses-20191125T223535_icephys.nwb	sub-497712/sub-497712_ses-20191125T223811_icephys.nwb	sub-497712/sub-497712_ses-497712-03-01_icephys.nwb	sub-497712/sub-497712_ses-497712-05-01-01_icephys.nwb	sub-497712/sub-497712_ses-497712-05-01-02_icephys.nwb	sub-497712/sub-497712_ses-497712-06-01-01_icephys.nwb	sub-497712/sub-497712_ses-497712-07-01-01_icephys.nwb	sub-499276/sub-499276_ses-20191119T230743_icephys.nwb	sub-499276/sub-499276_ses-20191120T004103_icephys.nwb	sub-499276/sub-499276_ses-499276-03-01-01_icephys.nwb	sub-499276/sub-499276_ses-499276-06-01_icephys.nwb	sub-499277/sub-499277_ses-20191118T171337_icephys.nwb	sub-499277/sub-499277_ses-20191118T185857_icephys.nwb	sub-499277/sub-499277_ses-20191118T214029_icephys.nwb	sub-499277/sub-499277_ses-20191118T222143_icephys.nwb	sub-499277/sub-499277_ses-499277-04-01-01_icephys.nwb	sub-499277/sub-499277_ses-499277-05-01-01_icephys.nwb	sub-499277/sub-499277_ses-499277-06-01-01_icephys.nwb	sub-499277/sub-499277_ses-499277-06-02_icephys.nwb	sub-H19-03-307/sub-H19-03-307_ses-20190409T210613_icephys.nwb	sub-H19-03-307/sub-H19-03-307_ses-20190410T161219_icephys.nwb	sub-H19-03-307/sub-H19-03-307_ses-20190412T162336_icephys.nwb	sub-H19-03-307/sub-H19-03-307_ses-20190412T191355_icephys.nwb	sub-H19-03-307/sub-H19-03-307_ses-20190416T174241_icephys.nwb	sub-H19-03-307/sub-H19-03-307_ses-20190416T192122_icephys.nwb	sub-H19-03-307/sub-H19-03-307_ses-20190416T203054_icephys.nwb	sub-H19-03-307/sub-H19-03-307_ses-20190416T212554_icephys.nwb	sub-H19-03-307/sub-H19-03-307_ses-H19-03-307-11-01-01_icephys.nwb	sub-H19-03-307/sub-H19-03-307_ses-H19-03-307-11-03-01_icephys.nwb	sub-H19-03-307/sub-H19-03-307_ses-H19-03-307-99-01-03-01-01_icephys.nwb	sub-H19-03-307/sub-H19-03-307_ses-H19-03-307-99-01-03-01-02_icephys.nwb	sub-H19-03-307/sub-H19-03-307_ses-H19-03-307-99-01-03-01-03_icephys.nwb	sub-H19-03-307/sub-H19-03-307_ses-H19-03-307-99-01-03-01-04_icephys.nwb	sub-H19-03-307/sub-H19-03-307_ses-H19-03-307-99-03-03-01-02_icephys.nwb	sub-H19-03-307/sub-H19-03-307_ses-H19-03-307-99-03-03-01_icephys.nwb	sub-M19-01-001/sub-M19-01-001_ses-20190227T175943_icephys.nwb	sub-M19-01-001/sub-M19-01-001_ses-20190228T183846_icephys.nwb	sub-M19-01-001/sub-M19-01-001_ses-20190228T215742_icephys.nwb	sub-M19-01-001/sub-M19-01-001_ses-20190228T222559_icephys.nwb	sub-M19-01-001/sub-M19-01-001_ses-20190710T231356_icephys.nwb	sub-M19-01-001/sub-M19-01-001_ses-Q19-01-001-01-02-01a-01_icephys.nwb	sub-M19-01-001/sub-M19-01-001_ses-Q19-01-001-01-02-02-02-01_icephys.nwb	sub-M19-01-001/sub-M19-01-001_ses-Q19-01-001-01-02-02a-01_icephys.nwb	sub-M19-01-001/sub-M19-01-001_ses-Q19-01-001-02-02-02b-02_icephys.nwb	sub-Q19-26-005/sub-Q19-26-005_ses-20190718T182323_icephys.nwb	sub-Q19-26-005/sub-Q19-26-005_ses-20190718T193609_icephys.nwb	sub-Q19-26-005/sub-Q19-26-005_ses-20190718T211030_icephys.nwb	sub-Q19-26-005/sub-Q19-26-005_ses-20190718T220139_icephys.nwb	sub-Q19-26-005/sub-Q19-26-005_ses-20190718T223434_icephys.nwb	sub-Q19-26-008/sub-Q19-26-008_ses-20190816T183141_icephys.nwb	sub-Q19-26-008/sub-Q19-26-008_ses-20190819T195256_icephys.nwb	sub-Q19-26-008/sub-Q19-26-008_ses-20190819T213738_icephys.nwb	sub-Q19-26-008/sub-Q19-26-008_ses-20190819T222925_icephys.nwb	sub-Q19-26-008/sub-Q19-26-008_ses-20190820T190404_icephys.nwb	sub-Q19-26-008/sub-Q19-26-008_ses-20190820T200702_icephys.nwb	sub-Q19-26-009/sub-Q19-26-009_ses-20190923T171339_icephys.nwb	sub-Q19-26-009/sub-Q19-26-009_ses-20190923T215800_icephys.nwb	sub-Q19-26-009/sub-Q19-26-009_ses-20190923T222032_icephys.nwb	sub-Q19-26-009/sub-Q19-26-009_ses-20190923T230717_icephys.nwb	sub-Q19-26-009/sub-Q19-26-009_ses-20190925T195347_icephys.nwb	sub-Q19-26-009/sub-Q19-26-009_ses-20190925T203512_icephys.nwb	sub-Q19-26-009/sub-Q19-26-009_ses-20190925T204651_icephys.nwb	sub-Q19-26-009/sub-Q19-26-009_ses-20190925T212556_icephys.nwb	sub-Q19-26-012/sub-Q19-26-012_ses-20191001T194530_icephys.nwb	sub-Q19-26-012/sub-Q19-26-012_ses-20191001T205448_icephys.nwb	sub-Q19-26-012/sub-Q19-26-012_ses-20191002T173221_icephys.nwb	sub-Q19-26-012/sub-Q19-26-012_ses-20191002T182216_icephys.nwb	sub-Q19-26-012/sub-Q19-26-012_ses-20191002T190441_icephys.nwb	sub-Q19-26-012/sub-Q19-26-012_ses-20191002T200455_icephys.nwb	sub-Q19-26-013/sub-Q19-26-013_ses-20191015T205741_icephys.nwb	sub-Q19-26-018/sub-Q19-26-018_ses-20191111T223210_icephys.nwb	sub-Q19-26-018/sub-Q19-26-018_ses-20191112T192919_icephys.nwb	sub-Q19-26-018/sub-Q19-26-018_ses-20191113T173113_icephys.nwb	sub-Q19-26-018/sub-Q19-26-018_ses-20191113T211001_icephys.nwb	sub-Q19-26-02/sub-Q19-26-02_ses-20190604T010243_icephys.nwb	sub-Q19-26-02/sub-Q19-26-02_ses-20190604T013826_icephys.nwb	sub-Q19-26-02/sub-Q19-26-02_ses-20190604T025400_icephys.nwb
2024-10-28	26724829	40107115	99869843	36716830	48735867	7432768	8428228	5309120	10020964	8428228	9490052	9025504	9689144	7896488	9158232	7897316	6238216	7963680	8560956	4977300	6238216	7432768	10020964	6503672	15927360	7698224	8627320	10087328	7830952	7897316	38992083	8096408	10153692	10087328	7897316	8494592	6636400	4512752	8361864	8229136	9888236	8096408	10153692	9821872	4114568	5176392	9954600	10020964	10087328	8361864	10087328	4446388	10153692	7499132	4711844	2787288	10153692	9290960	8295500	7897316	4380024	9954600	9423688	8229136	8229136	2720924	7897316	10020964	7897316	5840032	6769128	7233676	10020964	8494592	6901856	7565496	10087328	7897316	7897316	6636400	9954600	7897316	6370944	4114568	7366404	5840032	10087328	7897316	7897316	10153692	7897316	5441848	9423688	8096408
2024-11-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6570036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8229136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21655920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-11-11	20818433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4114568	0	0	0	4114568	4114568	0	0	4114568	6171852	0	0	7432768	6636400	4114568	4114568	4114568	9888236	9821872	0	10153692	4048204
2024-11-18	84448996	32209799	184924897	27293142	115547433	53030588	58031883	92693763	21011777	42424819	27486502	26700462	38726571	41997551	166018892	24133930	28448124	54741838	31104780	41738891	28646324	31302652	24283771	55016582	203887404	31670299	31888155	48292683	30045310	47185146	31094767	30531051	30239886	47420106	31286831	30718267	24809128	55725975	19538738	64763875	34502320	34274241	253619825	16607520	25014352	56078439	34760670	34528321	51035725	50320762	65160043	19737514	62838718	18158856	20799644	14582394	31949634	63145342	20983844	18337176	14761154	99851630	44993473	21655920	27851378	39553668	31118829	38819656	18915645	25121550	18829608	29737987	34697400	30658349	26488110	29106843	32059535	32160031	34178719	26764399	42999455	27199087	49796678	27211888	28163347	26962386	24325548	35403357	27463847	16170615	31907101	25226110	36730838	24663711
2024-11-25	0	7565496	0	15927360	0	13870076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17586460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18158856	0	0	0	0	0	0	0	10087328	0	0	0	10419148	0	0	18915645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-12-02	699	32209799	0	35522278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31888155	0	0	0	0	0	0	0	0	0	0	0	19538738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63145342	0	18337176	0	0	0	0	0	0	0	0	0	0	0	29737987	34697400	0	0	0	0	0	0	0	0	27199087	0	9158232	0	0	0	0	0	16170615	0	0	36730838	0
2024-12-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72911970	31949634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-01-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20639204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-02-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19538738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-02-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8096408	4114568	6304580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-03-24	41636866	0	92437075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-03-31	0	0	0	0	77031622	0	41772703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99851630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-04-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49618256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-05-05	20818433	32209799	92437075	27293142	38515811	26515294	41772703	92693763	21011777	32403855	27486502	26700462	38726571	41997551	41504723	24097195	28448124	54741838	31104780	41738891	28646324	31302652	24283771	55016582	48051835	31670299	31888155	48292683	30045310	47185146	31094767	30531051	30239886	47420106	31286831	30718267	24809128	55725975	19538738	64763875	34483670	34274241	50723965	16567549	25014352	56078439	34760670	34528321	51035725	16740381	65160043	19737514	62838718	18158856	20799644	14582394	31949634	63145342	20983844	18337176	14761154	99851630	44993473	21655920	27851378	39553668	31118829	38819656	18915645	25121550	18829608	29737987	34697400	30658349	26488110	29106843	32059535	32160031	34178719	26764399	42999455	27199087	24898339	27211888	28163347	26962386	24325548	35403357	27463847	16170615	31907101	25226110	36730838	24663711
2025-05-19	2211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-06-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259567	0	0	0	34483670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-06-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56977334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-07-21	0	32209799	0	27293142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19538738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29737987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-07-28	0	0	0	0	38515811	0	41772703	0	0	0	0	0	0	0	41504723	24097195	0	0	31104780	41738891	0	0	0	0	0	0	0	0	30045310	0	31094767	30531051	30239886	0	0	0	24809128	0	0	0	0	0	0	0	0	56078439	34760670	34528321	0	0	0	0	0	0	0	0	31949634	63145342	0	18337176	0	0	0	21655920	0	0	31118829	0	0	0	18829608	0	0	0	26488110	29106843	0	0	0	0	42999455	0	24898339	0	0	0	0	0	0	16170615	31907101	0	0	0
2025-08-04	0	0	0	0	0	26515294	0	0	0	0	0	0	38726571	0	0	0	28448124	0	0	0	0	0	0	0	48051835	0	31888155	0	0	47185146	0	0	0	0	0	0	0	55725975	0	0	0	0	50723965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14761154	0	0	0	0	0	0	0	18915645	0	0	0	0	0	0	0	32059535	0	0	26764399	0	0	0	0	28163347	0	0	0	27463847	0	0	25226110	0	0
2025-08-11	0	0	92437075	0	0	0	0	0	21011777	32403855	27486502	0	0	41997551	0	0	28448124	0	0	0	0	31302652	0	0	0	31670299	0	48292683	0	0	0	0	0	0	31286831	30718267	0	0	0	0	34483670	34274241	0	0	25014352	0	0	0	51035725	0	0	19737514	62838718	0	0	14582394	0	0	20983844	0	0	99851630	44993473	0	0	0	0	0	0	0	0	0	34697400	30658349	0	0	0	0	34178719	0	0	0	0	27211888	0	0	24325548	0	0	0	0	0	36730838	0
2025-08-18	0	0	0	0	0	0	0	0	0	0	0	26700462	0	0	0	0	0	54741838	0	0	0	0	24283771	0	17719188	21767392	0	7432768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16740381	0	0	0	0	20799644	0	0	63145342	0	0	0	0	0	0	0	39553668	0	0	0	0	0	0	0	0	0	0	0	32160031	0	0	0	27199087	0	0	0	26962386	0	0	0	0	0	0	0	0
2025-08-25	0	0	0	0	0	0	0	0	0	0	0	0	38726571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56078439	0	0	0	0	0	19737514	0	0	0	14582394	0	0	0	0	14761154	0	44993473	0	0	0	0	0	18915645	0	0	0	0	0	0	0	0	0	0	26764399	42999455	0	24898339	27211888	0	0	0	0	0	0	0	0	0	0
2025-09-01	20818433	19842836	0	0	20241020	26515294	0	0	21011777	0	0	19245560	0	41997551	0	0	0	0	0	0	0	0	0	55016582	0	0	31257444	48292683	0	0	31094767	0	30239886	47420106	31286831	0	0	55725975	0	0	34483670	0	0	0	0	0	0	0	0	0	0	0	20373748	36317712	15529176	14582394	19179196	0	30739352	18337176	14761154	0	18714648	0	0	0	0	0	18915645	0	0	25815596	0	0	0	29106843	0	0	34178719	0	0	0	0	0	0	0	44301112	35403357	0	0	31907101	0	0	24663711
2025-09-08	20818433	0	19378288	59329416	0	25881960	19311924	112934783	21011777	4114568	6769128	0	32916544	46112119	0	0	0	0	31104780	0	28646324	0	24283771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64763875	0	0	0	16567549	0	0	0	0	0	0	65160043	0	19511016	0	20108292	14582394	31949634	0	19444652	18337176	0	19909200	0	41697848	74372542	21966484	19444652	58927948	37831290	50243100	11215516	9490052	0	0	0	0	0	0	0	0	0	0	0	0	0	26962386	10419148	19842836	19577380	16170615	19245560	0	0	0
2025-09-15	0	0	0	20108292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18915645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-09-29	276808169	95678981	103849754	148665612	84107674	22197026	37878683	0	0	0	26877420	0	0	0	36659382	28176118	26528244	0	29289088	0	0	0	0	0	0	31787162	0	0	23566304	0	0	30531051	0	0	19444652	0	0	55725975	0	10750968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18337176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24898339	0	0	0	0	0	0	0	0	0	0	0
2025-10-06	144325433	0	0	0	0	0	0	203389288	82116912	100308388	90469376	92638600	116334012	131443100	0	0	0	0	0	133607480	90337608	97397832	80489616	124139742	0	0	79089625	103968045	0	0	0	0	75000054	102188426	71490597	72780913	0	0	0	0	0	0	0	0	66789368	133493933	90580078	89509467	122268407	46620775	106666786	40464092	0	0	20799644	0	0	90514228	35379152	36290472	31999920	0	0	0	0	0	0	0	18915645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-10-13	41636866	0	0	0	0	0	0	180671589	60940635	74534469	67752486	68682582	87715057	98117777	0	0	0	0	0	99160377	67189112	72086096	65718317	124007014	0	0	78890533	104498957	0	0	0	0	74933690	101790242	71689689	71719089	0	0	0	0	0	0	0	0	68846652	133162113	90646442	89642195	123197503	46717811	160099725	60563410	0	0	0	0	0	133382238	53732368	53838432	53143090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-10-20	0	0	0	0	0	0	0	51494371	20313545	24844823	22385070	23093286	32003519	32661683	0	0	0	0	0	33318915	22418492	24449004	22923687	41313550	0	0	27004727	34722379	0	0	0	0	24933654	33819474	23631107	24105455	0	0	0	0	0	0	0	0	23015248	44851919	30104874	29770125	40711893	16656549	53366575	20165682	0	0	0	0	0	44726202	17689576	17946144	15701322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-10-27	0	0	0	0	0	0	0	356346029	142924819	175108313	156960946	160524814	203783613	229627241	0	0	0	0	0	232369673	158455816	170014840	153696681	289725762	0	0	186377701	246374853	0	0	0	0	175000126	238793602	169465953	167742725	0	0	0	0	0	0	0	0	160244004	313432521	214384138	210779979	285580527	117060391	373831481	143017966	0	0	0	0	0	313149778	118717004	126950288	111634718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-11-03	0	0	0	0	0	0	0	718200270	286181458	346898426	316178268	320651444	408164502	459188118	0	0	0	0	0	463810250	316911632	339631496	309915194	581508808	0	0	370699774	487175130	0	0	0	0	349867524	474136276	331100954	334025442	0	0	0	0	0	0	0	0	322147108	622219562	424653708	419369946	572289242	240027178	747596598	285505020	0	0	0	0	0	625835008	246857696	255426948	226918628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-11-10	0	0	0	0	0	0	0	612357876	245753460	306964288	269085388	274398508	350063860	393267476	0	0	0	0	0	393920584	272804652	296241700	261081440	498417160	0	0	317154868	416402264	0	0	0	0	301526588	407624688	289944228	288270000	0	0	0	0	0	0	0	0	294789660	535303012	363448500	362151608	490069088	203794064	641128904	242584632	0	0	0	0	0	534524412	210615812	216481916	190141328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-11-17	0	0	0	0	0	0	0	356876941	148167575	176833777	153178198	160325722	203849977	228764509	0	0	0	0	0	232236945	157991268	169550292	157346701	289924854	0	0	185316705	243720293	0	0	0	0	175862858	237665414	168404129	168140909	0	0	0	0	0	0	0	0	160509460	311839785	211464122	212505443	286111439	116927663	374959669	141956142	0	0	0	0	0	314277966	121371564	126021192	112298358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-11-24	7631860	0	0	0	0	0	0	357606945	142924819	172520117	155899122	160856634	204646345	229826333	0	0	0	0	0	229914205	157924904	169085744	156218513	290455766	0	0	184918521	242393013	0	0	0	0	175132854	240519066	168271401	166349081	0	0	0	0	0	0	0	0	159579536	311507965	212525946	210315431	285049615	119183211	377879685	142553418	0	0	0	0	0	313813418	122566116	125291188	110108346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-12-01	0	0	0	0	0	0	0	357142397	147039387	174046489	158155498	160790270	203518157	230423609	0	0	0	0	0	232236945	158123996	169550292	153497589	292380322	0	0	186113073	243454837	0	0	0	0	177256502	237001774	167607761	167809089	0	0	0	0	0	0	0	0	162434016	311507965	212260490	209053687	288699635	117060391	374495121	142287962	0	0	0	0	0	314012510	121968840	126353012	111634718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-12-08	0	32209799	0	0	0	0	0	305249842	122744002	150329854	135106788	137630620	175363750	196301918	0	0	0	0	0	198851666	135240956	144968560	135683930	248544940	0	0	157847430	211121562	0	0	0	0	150730112	203182300	144175746	145097278	0	0	19538738	0	0	0	0	0	138489672	266656046	179567420	180213486	245532274	100735662	322057642	123383196	0	0	0	0	0	269020852	106203820	108274140	94407024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-12-15	54710574	78090582	197018762	95882230	92361706	69621588	93433642	602850706	222383830	279958202	248454552	247504536	323526694	367122322	99799538	58016262	68908132	126605588	73823260	364961002	251705212	268019208	242241694	453283452	115548322	79467050	287976898	392349042	71704320	111094020	77121434	79245838	271629068	379996084	271664446	262642038	60501952	125388390	54208468	147711486	86421072	77175802	114189818	45677894	243441648	475617710	327349516	317105878	440110298	178545946	568202746	210622356	139879332	48794144	53743900	41773948	78167528	565495742	204189864	196569048	172387524	212511512	102994290	53133712	71630116	87867384	75377730	90115744	56280482	60794976	45888352	99964929	120616836	71271298	65452652	74273774	80046430	80048330	83156610	67928958	102589910	92348229	67383138	67962032	76169530	66467568	67233016	88924086	67470490	67027401	72308794	65583212	92043596	63529318
2025-12-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31888155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18337176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36730838	0
2025-12-29	62455299	0	0	0	0	0	0	50830731	20313545	24844823	49937936	22827830	29548051	32595319	0	0	0	0	0	33053459	22683948	55419836	22591867	41446278	0	0	26341087	35054199	30045310	0	0	0	25199110	34018566	23830199	23773635	24809128	0	0	0	0	0	0	0	24408892	44453735	30171238	30367401	40977349	16590185	53300211	20232046	0	0	0	0	0	44659838	17623212	18012508	15834050	99851630	0	0	0	0	0	0	0	0	0	0	0	0	26488110	0	0	0	0	0	0	0	0	0	28163347	0	0	0	0	0	0	0	0	0
2026-01-05	20818433	32209799	92437075	0	0	0	0	411025872	184250141	233352451	179545108	184613560	232800752	262288924	0	0	0	0	0	308953851	209586996	194264752	180535844	336282068	0	0	212387796	326005351	0	0	31094767	30531051	200862876	271352160	192499784	191914544	0	55725975	0	0	34483670	34274241	101447930	16567549	208804516	356492612	275599662	274082965	327287880	133916032	427463512	183319346	62838718	0	0	0	31949634	357875980	141649336	144763704	142495378	99851630	0	0	0	39553668	62237658	0	0	0	0	0	0	0	0	0	32059535	0	0	0	0	0	24898339	27211888	0	0	0	0	27463847	16170615	31907101	0	0	24663711
2026-01-12	20818433	128839196	462185375	136465710	77031622	53030588	83545406	185387526	21011777	64807710	137432510	133502310	77453142	83995102	83009446	48194390	56896248	109483676	62209560	83477782	28646324	62605304	121418855	110033164	96103670	63340598	63776310	48292683	60090620	141555438	31094767	61062102	60479772	237100530	62573662	61436534	49618256	55725975	156309904	129527750	34483670	68548482	50723965	16567549	100057408	280392195	69521340	34528321	102071450	33480762	130320086	78950056	62838718	36317712	41599288	29164788	31949634	315726710	104919220	36674352	14761154	99851630	89986946	43311840	55702756	39553668	31118829	77639312	94578225	50243100	37659216	148689935	173487000	61316698	52976220	58213686	160297675	64320062	68357438	53528798	85998910	135995435	99593356	27211888	140816735	53924772	48651096	70806714	109855388	64682460	31907101	126130550	183654190	98654844
