week_start	sub-EE/sub-EE_ses-EE-042_ecephys.nwb	sub-EE/sub-EE_ses-EE-043_ecephys.nwb	sub-EE/sub-EE_ses-EE-044_ecephys.nwb	sub-EE/sub-EE_ses-EE-045_ecephys.nwb	sub-EE/sub-EE_ses-EE-046_ecephys.nwb	sub-EE/sub-EE_ses-EE-047_ecephys.nwb	sub-EE/sub-EE_ses-EE-048_ecephys.nwb	sub-EE/sub-EE_ses-EE-049_behavior+ecephys.nwb	sub-EE/sub-EE_ses-EE-050_ecephys.nwb	sub-EE/sub-EE_ses-EE-080_ecephys.nwb	sub-EE/sub-EE_ses-EE-081_ecephys.nwb	sub-EE/sub-EE_ses-EE-082_ecephys.nwb	sub-EE/sub-EE_ses-EE-083_ecephys.nwb	sub-EE/sub-EE_ses-EE-084_ecephys.nwb	sub-EE/sub-EE_ses-EE-085_ecephys.nwb	sub-EE/sub-EE_ses-EE-086_ecephys.nwb	sub-EE/sub-EE_ses-EE-087_ecephys.nwb	sub-EE/sub-EE_ses-EE-088_behavior+ecephys.nwb	sub-EE/sub-EE_ses-EE-089_ecephys.nwb	sub-EE/sub-EE_ses-EE-196_behavior+ecephys.nwb	sub-EE/sub-EE_ses-EE-210_ecephys.nwb	sub-FF/sub-FF_ses-FF-103_behavior+ecephys.nwb	sub-FF/sub-FF_ses-FF-130_behavior+ecephys.nwb	sub-FF/sub-FF_ses-FF-167_behavior+ecephys.nwb	sub-GG/sub-GG_ses-GG-063_behavior+ecephys.nwb	sub-GG/sub-GG_ses-GG-069_behavior+ecephys.nwb	sub-GG/sub-GG_ses-GG-097_behavior+ecephys.nwb	sub-GG/sub-GG_ses-GG-149_behavior+ecephys.nwb
2026-02-02	2241990	5038286	14924824	18021872	16524636	23733915	24624094	8295500	10631425	9787786	32860916	9423688	1627180	9795290	57542888	6229576	8766851	13012357	9646805	39442850	2901838487	3520958226	12760118	17013510	36387607	7557954	27107018	21036908
2026-02-09	207251324	5339613	4693484	13376392	8229136	12158601	16285368	8295500	0	6236408	9311688	9848722	15049930	12940980	8428228	14543827	5787274	12476432	11064474	17844884	17604377	12608140	8361864	19137158	32538495	16981642	20074218	26677848
2026-02-16	15757010	6386954	9893264	13376392	3126626	3464917	8252274	4711844	4512752	14129905	53877488	29316206	19954962	4114568	4590532	57040583	471351	1594407	1417669	8922442	4446388	4114058	11024711	10576202	9386157	11672522	14001020	12674456
2026-02-23	9856524	19306546	20063948	28227360	14582504	28564498	16594050	20190364	21652244	4645480	18270828	10890789	5193614	10896896	9015557	9850734	5057270	6377628	11130838	30321316	18533473	33843600	27833861	13604620	28158471	39729410	29496122	25483296
2026-03-02	5176392	428677	0	0	0	0	4446388	0	0	0	0	776611	0	0	520965	0	471351	0	4313660	4579116	4308745	0	5356059	0	0	6329154	0	0
2026-03-09	0	0	4470116	0	0	0	0	0	4180932	513869	0	17719188	0	0	0	0	0	4247296	0	0	1154825	0	11016424	0	0	0	0	0
2026-03-16	26597578	9846987	5405128	14914180	7291252	12164309	4247296	12350485	2230443	29598344	474912	4114568	10188136	9981000	5697357	13471892	1997723	7900658	2835338	17844884	14304094	5242756	597276	0	9386157	25070508	27539276	8699152
2026-03-23	9097778	8295500	578916	12011884	16852062	3669717	9082852	13424454	2230443	4313660	1956700	776611	4711844	0	5365537	512161	0	10259551	13073708	12981812	13730645	14194824	6570036	670817	11606102	8152708	8520660	8693684
2026-03-30	0	5548677	0	330112	0	0	0	35832201	182443	7167312	0	9420800	8560956	0	5906396	30720161	90480951	36352000	0	10087328	307200	0	0	0	0	55480304	4446388	0
2026-04-06	0	862732	0	0	0	0	0	58997596	0	0	0	0	0	0	9888236	0	0	0	0	0	0	0	0	0	0	0	0	0
