week_start	sub-353936/sub-353936_ses-20170519_behavior+ecephys+ogen.nwb	sub-353936/sub-353936_ses-20170608_behavior+ecephys+ogen.nwb	sub-353936/sub-353936_ses-20170609_behavior+ecephys+ogen.nwb	sub-353936/sub-353936_ses-20170610_behavior+ecephys+ogen.nwb	sub-353936/sub-353936_ses-20170611_behavior+ecephys+ogen.nwb	sub-353936/sub-353936_ses-20170612_behavior+ecephys+ogen.nwb	sub-353936/sub-353936_ses-20170617_behavior+ecephys+ogen.nwb	sub-353936/sub-353936_ses-20170618_behavior+ecephys+ogen.nwb	sub-353936/sub-353936_ses-20170619_behavior+ecephys+ogen.nwb	sub-353936/sub-353936_ses-20170621_behavior+ecephys+ogen.nwb	sub-353936/sub-353936_ses-20170622_behavior+ecephys+ogen.nwb	sub-353936/sub-353936_ses-20170623_behavior+ecephys+ogen.nwb	sub-353936/sub-353936_ses-20170624_behavior+ecephys+ogen.nwb	sub-353936/sub-353936_ses-20170625_behavior+ecephys+ogen.nwb	sub-353938/sub-353938_ses-20170612_behavior+ecephys+ogen.nwb	sub-353938/sub-353938_ses-20170614_behavior+ecephys+ogen.nwb	sub-353938/sub-353938_ses-20170615_behavior+ecephys+ogen.nwb	sub-353938/sub-353938_ses-20170616_behavior+ecephys+ogen.nwb	sub-353938/sub-353938_ses-20170617_behavior+ecephys+ogen.nwb	sub-353938/sub-353938_ses-20170618_behavior+ecephys+ogen.nwb	sub-353938/sub-353938_ses-20170619_behavior+ecephys+ogen.nwb	sub-353938/sub-353938_ses-20170621_behavior+ecephys+ogen.nwb	sub-353938/sub-353938_ses-20170622_behavior+ecephys+ogen.nwb	sub-353938/sub-353938_ses-20170623_behavior+ecephys+ogen.nwb	sub-353938/sub-353938_ses-20170624_behavior+ecephys+ogen.nwb	sub-353938/sub-353938_ses-20170625_behavior+ecephys+ogen.nwb	sub-353938/sub-353938_ses-20170626_behavior+ecephys+ogen.nwb	sub-353938/sub-353938_ses-20170628_behavior+ecephys+ogen.nwb	sub-353938/sub-353938_ses-20170629_behavior+ecephys+ogen.nwb	sub-353938/sub-353938_ses-20170630_behavior+ecephys+ogen.nwb	sub-353938/sub-353938_ses-20170701_behavior+ecephys+ogen.nwb	sub-353939/sub-353939_ses-20170112_behavior+ecephys+ogen.nwb	sub-353939/sub-353939_ses-20170113_behavior+ecephys+ogen.nwb	sub-353939/sub-353939_ses-20170114_behavior+ecephys+ogen.nwb	sub-353939/sub-353939_ses-20170115_behavior+ecephys+ogen.nwb	sub-353939/sub-353939_ses-20170116_behavior+ecephys+ogen.nwb	sub-353939/sub-353939_ses-20170119_behavior+ecephys+ogen.nwb	sub-353939/sub-353939_ses-20170120_behavior+ecephys+ogen.nwb	sub-353939/sub-353939_ses-20170122_behavior+ecephys+ogen.nwb	sub-353939/sub-353939_ses-20170123_behavior+ecephys+ogen.nwb	sub-353939/sub-353939_ses-20170124_behavior+ecephys+ogen.nwb	sub-353939/sub-353939_ses-20170125_behavior+ecephys+ogen.nwb	sub-359855/sub-359855_ses-20161220_behavior+ecephys+ogen.nwb	sub-359855/sub-359855_ses-20161221_behavior+ecephys+ogen.nwb	sub-359855/sub-359855_ses-20161222_behavior+ecephys+ogen.nwb	sub-359856/sub-359856_ses-20170218_behavior+ecephys+ogen.nwb	sub-359856/sub-359856_ses-20170219_behavior+ecephys+ogen.nwb	sub-359856/sub-359856_ses-20170220_behavior+ecephys+ogen.nwb	sub-359856/sub-359856_ses-20170221_behavior+ecephys+ogen.nwb	sub-359856/sub-359856_ses-20170222_behavior+ecephys+ogen.nwb	sub-359856/sub-359856_ses-20170223_behavior+ecephys+ogen.nwb	sub-359856/sub-359856_ses-20170224_behavior+ecephys+ogen.nwb	sub-359856/sub-359856_ses-20170227_behavior+ecephys+ogen.nwb	sub-359856/sub-359856_ses-20170228_behavior+ecephys+ogen.nwb	sub-359856/sub-359856_ses-20170301_behavior+ecephys+ogen.nwb	sub-359856/sub-359856_ses-20170302_behavior+ecephys+ogen.nwb	sub-359856/sub-359856_ses-20170303_behavior+ecephys+ogen.nwb	sub-359856/sub-359856_ses-20170309_behavior+ecephys+ogen.nwb	sub-365938/sub-365938_ses-20171017_behavior+ecephys+ogen.nwb	sub-365938/sub-365938_ses-20171019_behavior+ecephys+ogen.nwb	sub-365938/sub-365938_ses-20171020_behavior+ecephys+ogen.nwb	sub-365938/sub-365938_ses-20171021_behavior+ecephys+ogen.nwb	sub-365938/sub-365938_ses-20171024_behavior+ecephys+ogen.nwb	sub-365938/sub-365938_ses-20171025_behavior+ecephys+ogen.nwb	sub-365938/sub-365938_ses-20171027_behavior+ecephys+ogen.nwb	sub-365938/sub-365938_ses-20171030_behavior+ecephys+ogen.nwb	sub-365938/sub-365938_ses-20171031_behavior+ecephys+ogen.nwb	sub-365938/sub-365938_ses-20171101_behavior+ecephys+ogen.nwb	sub-365938/sub-365938_ses-20171102_behavior+ecephys+ogen.nwb	sub-365938/sub-365938_ses-20171103_behavior+ecephys+ogen.nwb	sub-365939/sub-365939_ses-20171017_behavior+ecephys+ogen.nwb	sub-365939/sub-365939_ses-20171018_behavior+ecephys+ogen.nwb	sub-365939/sub-365939_ses-20171019_behavior+ecephys+ogen.nwb	sub-365939/sub-365939_ses-20171020_behavior+ecephys+ogen.nwb	sub-365939/sub-365939_ses-20171021_behavior+ecephys+ogen.nwb	sub-365939/sub-365939_ses-20171102_behavior+ecephys+ogen.nwb	sub-365939/sub-365939_ses-20171103_behavior+ecephys+ogen.nwb	sub-365942/sub-365942_ses-20170708_behavior+ecephys+ogen.nwb	sub-365942/sub-365942_ses-20170709_behavior+ecephys+ogen.nwb	sub-365942/sub-365942_ses-20170710_behavior+ecephys+ogen.nwb	sub-365942/sub-365942_ses-20170711_behavior+ecephys+ogen.nwb	sub-365942/sub-365942_ses-20170712_behavior+ecephys+ogen.nwb	sub-365942/sub-365942_ses-20170713_behavior+ecephys+ogen.nwb	sub-365942/sub-365942_ses-20170714_behavior+ecephys+ogen.nwb	sub-365942/sub-365942_ses-20170715_behavior+ecephys+ogen.nwb	sub-365942/sub-365942_ses-20170717_behavior+ecephys+ogen.nwb	sub-365942/sub-365942_ses-20170718_behavior+ecephys+ogen.nwb	sub-365942/sub-365942_ses-20170719_behavior+ecephys+ogen.nwb	sub-365942/sub-365942_ses-20170720_behavior+ecephys+ogen.nwb	sub-365942/sub-365942_ses-20170724_behavior+ecephys+ogen.nwb	sub-365942/sub-365942_ses-20170725_behavior+ecephys+ogen.nwb	sub-365942/sub-365942_ses-20170726_behavior+ecephys+ogen.nwb	sub-365943/sub-365943_ses-20170708_behavior+ecephys+ogen.nwb	sub-365943/sub-365943_ses-20170711_behavior+ecephys+ogen.nwb	sub-365943/sub-365943_ses-20170712_behavior+ecephys+ogen.nwb	sub-365943/sub-365943_ses-20170713_behavior+ecephys+ogen.nwb	sub-365943/sub-365943_ses-20170719_behavior+ecephys+ogen.nwb	sub-365943/sub-365943_ses-20170720_behavior+ecephys+ogen.nwb
2023-07-24	2087200	0	0	0	0	0	0	0	0	0	0	0	0	0	9310154	0	0	0	0	0	0	0	1815784	0	218923661	218622201	0	0	0	0	0	0	0	0	0	0	273576734	0	0	0	306687735	0	0	0	0	0	0	0	0	0	0	0	0	75122172	0	0	0	0	0	0	0	0	0	142945242	0	5101296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126655767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-07-31	39488679	0	0	0	0	0	8096408	0	12675524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10551876	0	0	0	0	6304580	0	0	0	0	0	0	0	0	0	0	0	12011884	10419148	0	5934672	0	0	0	0	10087328	0	0	0	0	0	0	0	0	6370944	0	0	6437308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6503672	0	6238216	0	6901856	0	0	0	0	0	0	0	0	0	1089268	6636400	0
2023-08-07	1994008	0	147924528	0	0	0	0	0	213890344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	343364852	0	0	0	0	0	0	159247208	0	0	0	0	2932196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6370944	0	0	0	0	0	161463612	0	0	0	0	0	0	0	0	0	0	0	0	0	2720924	0	0	0	0	0
2023-08-14	44170980	21673120	26013488	251121300	15148672	28036288	130338652	17183864	253597160	15179828	13020544	18372604	7640664	4532460	0	407279120	4479460	11546464	7762632	12918587	0	0	0	0	0	11574692	0	0	0	0	3096356	0	0	265057816	11546992	0	11268684	0	4827428	11676588	0	2932196	0	2181884	6156388	0	0	10676668	0	0	4256508	6511672	156088128	15692488	0	0	5003212	4988784	8519414	0	9095204	0	0	227994129	0	0	5438532	14865227	0	6199300	11182288	0	15035408	5800192	3648856	3478388	4569356	5038432	12402586	18451468	10395712	12048891	29253054	18042150	16776942	300470740	10864218	9418650	1976904	9891160	3204320	10220086	5742612	3063232	3399332	1089268	143647708	5153960
2023-08-21	2049512	0	228491252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205860300	0	0	0	0	0	0	157069564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218693828	0	0	0	0	0	0	0	275608864	0	0	0	248266896	0	0	0	0	0	0	0	0	0	0	0	0	0	208714780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-08-28	3633888	0	0	0	0	190730136	173939216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5447352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4827428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278396152	0	0	0	0	0	166373720	0	0	210240324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255102388	0	0	0	0	5930712	0	0	0	0	0	0	0	0	0
2023-09-04	2564400	139230844	0	101205024	0	0	0	0	207982292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166628352	0	0	0	0	0	0	0	0	0	213309544	0	0	0	0	318743808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208249404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-09-11	22382000	0	0	0	0	0	0	0	0	155756308	0	0	0	0	0	112686072	0	0	0	0	0	0	0	0	0	0	0	0	223578660	0	0	0	0	257226864	94567872	0	0	0	0	161194680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217307124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-09-18	113192712	0	0	0	0	0	0	0	0	0	0	160600052	0	0	0	0	0	0	0	161729068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246673332	259017864	0	0	0	0	0	118258164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166506448	0	0	0	0	0	0	202342180	0	0	0	0	0	169427292	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-09-25	33213659	21673120	13006744	21236404	7574336	14018144	35969044	8591932	22142966	15179828	194272172	18372604	7640664	4532460	9310154	13275254	4479460	11546464	7762632	12918587	7410982	6006748	1815784	8002968	117927128	11574692	8931068	7435472	19372960	14435412	3096356	7614808	4145888	15055580	11546992	10832980	11268684	6690460	4827428	11676588	24746456	2932196	10132428	2181884	6156388	12872388	15581024	10676668	5934672	6659080	4256508	6511672	18281812	15692488	5252620	11193860	5003212	4988784	8519414	12537398	9095204	6673660	14745146	15164781	5359748	10344176	5438532	14865227	5414812	6199300	11182288	15220827	7517704	0	3648856	3478388	4569356	5038432	12402586	0	10395712	12048891	29253054	18042150	16776942	14441900	10864218	0	3953808	9891160	3204320	0	5742612	3063232	0	1089268	14105180	0
2023-10-02	708208	0	0	0	0	0	0	0	0	0	140558952	0	0	0	0	181507994	0	0	0	0	0	0	0	0	0	123038856	0	0	192521964	215152088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185288288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-10-09	123448	0	106049072	87135104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214422084	0	0	0	0	0	102786184	0	0	0	0	0	0	0	0	0	176692264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112885164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5038432	215940146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-10-16	0	0	0	0	0	0	0	0	13754358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285895284	0	0	2805252	0	0	0	72734116	0	0	137239924	0	0	0	0	0	0	0	114145252	0	0	0	0	0	0	0	0	0	0	0	29253054	0	0	265919720	0	0	0	0	0	0	0	0	0	0	0	0
2023-10-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3631568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12872388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5359748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1976904	0	0	0	0	0	0	1089268	0	0
2023-10-30	317288	69947656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1815784	0	0	0	8931068	0	0	0	0	0	0	0	83353184	0	0	0	0	57467748	0	0	0	0	0	0	100805260	0	0	0	0	0	182930896	0	0	0	0	4446388	0	0	0	0	132263452	0	0	0	0	86537828	0	0	0	0	0	0	0	3478388	0	0	0	0	0	0	170752088	0	0	0	0	0	1976904	0	0	0	0	0	0	0	0	0
2023-11-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198803240	0	0	0	0	0	0	0	0	0	182465932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7517704	0	0	0	0	0	0	0	0	0	0	0	137041660	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-11-13	234559491	0	0	0	0	0	0	0	154030016	0	0	0	0	0	0	201280356	0	0	0	0	0	0	1815784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43402056	0	0	0	0	1976904	0	0	0	0	0	0	0	0	5153960
2023-11-20	219867243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10132428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-11-27	14706532	21673120	13006744	21236404	7574336	14018144	35969044	8591932	0	0	13020544	18372604	0	0	9310154	13275254	4479460	11546464	7762632	12918587	7410982	6006748	1815784	8002968	0	11574692	8931068	7435472	0	0	3096356	7614808	0	15055580	0	10832980	0	6690460	4827428	11676588	0	2932196	10132428	2181884	6156388	12872388	15581024	10676668	5934672	6659080	4256508	6511672	0	15692488	5252620	11193860	0	4988784	8519414	12537398	9095204	0	14745146	15164781	0	10344176	5438532	14865227	5414812	0	11182288	15220827	0	5800192	3648856	3478388	0	5038432	12402586	0	0	0	29253054	18042150	16776942	14441900	0	0	1976904	9891160	0	10220086	5742612	0	0	1089268	0	5153960
2023-12-04	17854296	11187360	7763864	10750644	7574336	8775264	9754644	8591932	11657206	9936948	7777664	7886844	7640664	4532460	9310154	8032374	4479460	6303584	7762632	7675707	7410982	6006748	5447352	8002968	5872240	6331812	8931068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-12-11	424200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1815784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1976904	0	0	0	0	0	0	0	0	0
2024-01-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3631568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3953808	0	0	0	0	0	0	0	0	0
2024-01-08	97289624	102730644	24355588	53223928	0	250191452	107442488	0	280055252	189003844	83950460	175464760	0	0	0	318086732	0	128743588	0	130912951	0	0	0	0	135013352	152729264	0	0	225770328	233932272	0	0	0	146398984	199352972	171878988	193159212	0	0	207120388	89192388	0	0	0	0	135912644	163453704	0	0	0	0	0	166440084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-01-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263926316	5252620	159298048	0	0	0	192255680	8892776	0	286227932	151907196	0	0	0	216080356	0	0	195076840	155091840	0	0	2190012	0	0	0	275476136	162457416	0	157412924	0	233933100	189668312	292199036	0	0	0	0	0	0	0	0	0	0	310649884	0
2024-01-22	14422912	10047352	14008824	22387132	10187776	13732132	19090472	18934360	2838498	7576928	25168452	8438588	9119516	538860	2690072	2172890	5903968	14220804	15651328	7303023	1642692	5738212	4525752	6874092	4194292	5422424	2964332	2298688	14479216	6370944	3262724	958808	9620352	7284900	7063536	695380	1550052	14166628	5499644	6238216	7730148	2190012	13658316	5994220	5904764	2337552	4778208	7515444	507472	8892776	6313448	8649784	7841696	11354620	9410376	11308576	5441612	0	7373414	8281574	1601608	9168396	921146	5114198	9849324	6829772	2923852	5441848	9801988	2009100	9962084	7549030	2808064	7460164	2369588	6216800	6480856	1065664	12456502	736268	1263352	2180201	12544272	5018932	1195484	3924608	12663044	2581728	6883616	8892776	3746240	0	10129788	5796088	3254276	4217540	6370944	10701496
2024-02-19	14170028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6006748	0	0	0	0	0	0	0	0	3096356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-03-04	26781444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216075900	0	0	0	0	0	0	0	0	0	0	4446388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-03-11	28423708	197924932	129149410	352028224	14796604	142748964	5243136	3251836	17662276	24149376	5251004	42861086	9772684	5071320	16118572	273949764	3119108	8627320	4778208	201665621	14335050	6927316	6233664	8743672	19678924	9480340	16837120	14730510	30240189	24540262	5729496	17223880	11023968	33566204	6466260	22140833	24300732	5656488	15659788	22089051	34446655	9411160	13139512	4842700	8478312	23788650	29809298	45728701	8404788	12761164	9100712	5918098	2322740	2727300	8198032	28282154	4899128	687984	14616468	8760048	12277340	7105404	921146	8560956	4446388	9822252	7569332	9224596	10657948	11681356	19365612	16562012	10097716	4446388	0	0	10066076	4446388	197943054	20673553	11421364	8361864	3352120	37513982	0	127162996	18895498	16387258	6777900	6636400	9059516	7631988	5376200	8947428	9436036	2114492	15299096	8964756
2024-03-18	16587300	8076420	8832432	12889592	14777652	7420324	19994712	13714476	2025060	18255816	1874688	16728908	8721332	9517708	7583252	7526252	5451180	7472608	17244064	14274226	7880908	8189844	3604152	7836080	14666444	15708844	7300040	13670984	7776900	1837224	6729068	8354924	9415552	8617888	6997172	10880812	7418540	13607864	10181484	7615936	7562980	5864392	127033184	5450736	5175576	9305772	154774456	13679140	5461332	18010556	672508	12982676	12808252	6649152	11354660	263514828	10504036	9580760	14341634	7749596	0	7039040	11207566	15533346	10805872	6370944	6371464	16268911	8142448	7333900	11427800	8406054	8106796	6955776	3343724	6586788	5720868	10017652	19006608	6974484	16925256	7861219	1162108	9067136	18583784	7603244	7619380	22099212	1976904	6615908	6950560	8494720	5376200	1416064	6121476	3537872	13918648	11263480
2024-03-25	14166864	17656024	20609032	23574196	21867840	23691948	17691120	14819792	13621690	120477208	7241924	15804992	17082368	538860	8795560	125330512	10383428	13657776	13002056	2198961	9808656	15522260	8157320	16200508	7711584	14182472	9519596	6591192	22358068	13527772	7642748	8222196	7490652	8219704	18507096	21995340	14358304	7397500	57693684	1361796	9354808	5122208	2242456	3812336	10351152	9877272	15027136	13803712	8892776	6090948	3535028	19135296	12083620	9430064	1831568	17347700	4944000	9580760	19856856	19812852	9478740	170102036	12733938	18322719	12808508	21297112	11691572	9651973	11620412	16742964	8998716	15020359	21522712	7913140	65374276	4026788	15642188	10491272	19583954	15216148	22568632	8555126	13042740	21543568	16659228	9366456	14786692	22690020	4906712	16593444	10154880	22696872	11251540	7542528	6653608	2858204	22727268	6357508
2024-04-01	7795920	885920	1128344	9630268	7289280	1115744	0	6636400	6304580	536628	9896484	7437948	6946008	0	1118154	7432768	4446388	6702764	7344848	1465974	754982	5537936	4525752	8165336	670320	6988836	6370944	7457616	736160	9423688	2190012	8573616	4145888	0	6370944	7698224	6304580	6370944	526628	6885932	9091868	3509192	8354904	2725368	6885576	7467332	116638876	539068	4953860	0	0	0	7233676	4446388	5295808	9689144	4944000	5134372	737014	0	0	6370944	6370944	931181	5402936	8657636	5438532	938827	6324024	5525688	0	6326675	82601624	5536180	4737712	77442924	4569356	5571264	1138586	633868	10301908	7300040	1093054	0	1109742	1129900	1248436	7495194	2929808	0	3204320	9443730	0	3063232	3931464	577268	7471324	4446388
2024-04-08	14170028	0	9236272	21236404	0	29830428	0	8591932	0	15179828	13020544	0	7640664	4532460	9310154	13275254	4479460	11546464	0	12918587	0	6006748	0	0	11115120	11574692	0	0	0	0	3096356	0	4145888	0	11546992	0	0	0	0	0	24746456	0	0	0	0	68853856	0	0	0	0	0	65116720	18281812	144891936	42020960	0	0	0	0	12537398	0	0	0	123464390	0	10344176	0	14865227	5414812	6199300	11182288	15220827	7517704	5800192	0	3478388	4569356	5038432	12402586	0	10395712	12048891	29253054	18042150	16776942	14441900	10864218	0	21745944	0	0	10220086	5742612	3063232	3399332	26142432	0	5153960
2024-04-15	3216804	885920	7499288	4446388	918336	1115744	0	707132	6388014	2322740	7839200	0	4755996	538860	6370944	0	4932248	2203328	0	53973357	4736822	1091548	33089792	84264764	6974900	617892	5110028	99838496	736160	4313660	3632712	5110028	561888	6835492	590192	4707548	516684	95166604	1858192	5956836	7463000	2932196	6370944	543484	3184656	6769128	7712660	539068	6413868	5268668	2760120	5121260	5646312	4983676	15801048	6370944	5998436	114887620	6370944	5375484	6145960	6673660	7292090	5709389	4446388	5339436	932932	4114568	118970316	5525688	7313232	6370944	4655868	5536180	3278868	3705676	5534144	532832	8504990	5508212	0	3915476	4579116	1146150	116463572	617900	0	1124250	2929808	5531148	3746240	5926438	929812	132728	0	1089268	5043664	4446388
2024-04-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140428188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43982940	0	0	0	0	0	0	0	106257144	80731712	0	213897324	0	0	0	0	0	0	0	0	0	0	0	0	196465924	0	0	0	0	0	0	0	0	0	0	0	0	72500622	0	0	0	0	0	0	0	0	0	0	67099520	0	0	0	0	0	0	0	0
2024-04-29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44794600	0	0	0	0	0	23605192	0	0	0	0	0	0	0	0	52475028	0	0	144175300	0	0	0	0	0	82632768	20525372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52201728	0	0	0	0	0	135564544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-05-06	0	0	0	0	0	127151388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78771872	0	0	0	0	0	0	0	0	0	0	0	0	120406188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96073528	287061512	0	0	49044404	0	125753732	0	0	0	0	0	0	80614912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114039364	0	0	0	0	0
2024-05-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72080976	0	0	171761116	0	0	0	0	124981388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74831760	0	0	0	66367520	0	84281452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-05-20	100092604	0	0	0	0	0	0	119529652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289384484	0	0	0	0	0	149684988	0	67997080	0	0	0	0	0	0	152648932	0	0	0	0	0	0	0	0	0	0	0	0	0	178899371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67001480
2024-05-27	249236704	177502436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120882444	0	147624868	0	0	0	0	141593128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34910144	0	0	0	0	5934672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81577980	0	0	80590900	0	0	0	0	0	0	0	0	0	0	0	0	0	164367140	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-06-03	26430044	21673120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132356544	0	0	0	0	0	0	0	82020772	0	0	0	0	0	0	0	109767652	0	0	38308572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169024086	0	0	0	3478388	4569356	0	0	0	0	0	0	0	0	0	0	0	23722848	0	0	0	0	0	37392652	0	0	0
